TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,MAIN_ADDRESS,LATITUDE,LONGITUDE
Multi-family home for sale,795000,3,4,1171,"3121 Corlear AveBronx, NY 10463",40.8809803,-73.9074446
Multi-family home for sale,1175000,6,5,2184.207862,"115-11 142nd StJamaica, NY 11436",40.6820237,-73.800217
Condo for sale,4250000,3,4,2054,"255 E 74th St Apt 16CManhattan, NY 10021",40.7704759,-73.9574549
Townhouse for sale,2500000,3,4,2201,"240 E 29th StNew York, NY 10016",40.741725,-73.9786641
Multi-family home for sale,850000,3,2.373860858,1600,"3836 Laurel AveBrooklyn, NY 11224",40.5776897,-74.0072206
House for sale,1350000,4,2,2948,"1932 Narragansett AveBronx, NY 10461",40.8548137,-73.8500157
House for sale,929000,5,2.373860858,2200,"314 Montreal AveStaten Island, NY 10306",40.5592121,-74.1263587
Townhouse for sale,549990,3,2,2184.207862,"216 Hett AveStaten Island, NY 10306",40.5610279,-74.1050355
Multi-family home for sale,34000000,3,8,2184.207862,"217 W 21st StNew York, NY 10011",40.7433901,-73.9973776
Multi-family home for sale,1550000,6,6,2184.207862,"4409 Atlantic AveBrooklyn, NY 11224",40.5757051,-74.0098832
Co-op for sale,265000,1,1,2184.207862,"1777 Madison Ave Apt 32Manhattan, NY 10035",40.8003865,-73.9443376
House for sale,879000,4,2.373860858,1630,"164-47 73rd AveFresh Meadows, NY 11366",40.7282179,-73.8032584
Land for sale,1200000,3,2.373860858,2184.207862,"2316 1st AveNew York, NY 10035",40.797735,-73.933806
Townhouse for sale,7500000,4,2,4250,"167 E 80th StNew York, NY 10075",40.77551,-73.957627
Co-op for sale,325000,2,1,2184.207862,"268-25 82nd Ave Unit 279BNew Hyde Park, NY 11040",40.7427699,-73.70245
House for sale,755000,2,2,2184.207862,"202-24 45th RdBayside, NY 11361",40.7565607,-73.7796734
Co-op for sale,325000,2,2,2184.207862,"3875 Waldo Ave Apt 2EBronx, NY 10463",40.8890553,-73.9033819
Co-op for sale,1395000,2,1,2184.207862,"258 Broadway Apt 3DNew York, NY 10007",40.7134524,-74.0070904
House for sale,649000,3,2,980,"1056 Arden AveStaten Island, NY 10312",40.5434215,-74.174846
House for sale,499999,2,1,800,"118 Cannon AveStaten Island, NY 10314",40.594453,-74.1889609
Multi-family home for sale,999998,4,4,2720,"220 Nome AveStaten Island, NY 10314",40.5862681,-74.1585168
Multi-family home for sale,1358000,6,3,2184.207862,"1016 Putnam AveBedford Stuyvesant, NY 11221",40.6871306,-73.9215141
House for sale,1650000,5,4,2184.207862,"617 W 227th StBronx, NY 10463",40.8806865,-73.9157055
Co-op for sale,680000,1,1,2184.207862,"299 Henry St Unit D1Brooklyn, NY 11201",40.6915357,-73.9956516
Co-op for sale,258888,1,1,650,"9031 Fort Hamilton Pkwy Apt 6CBrooklyn, NY 11209",40.617279,-74.0267532
Townhouse for sale,660000,3,2.373860858,1283,"1761 Tenbroeck AveBronx, NY 10461",40.851494,-73.8492232
Co-op for sale,300000,1,1,2184.207862,"315 E 77th St Apt 4DNew York, NY 10075",40.7719231,-73.955157
Townhouse for sale,318888,2,2,1270,"42 Post LnStaten Island, NY 10303",40.6384591,-74.1646633
Co-op for sale,330000,1,2,2184.207862,"303 E 57th St Apt 19BManhattan, NY 10022",40.7595774,-73.964779
Condo for sale,747000,11,1,747,"400 Central Park W Apt 8HNew York, NY 10025",40.7942099,-73.9636725
House for sale,699000,2,2,2184.207862,"78-18 74th StGlendale, NY 11385",40.7037872,-73.8752532
Co-op for sale,875000,1,1,2184.207862,"15 W 72nd St Apt 5TManhattan, NY 10023",40.7769649,-73.9769247
Co-op for sale,385000,2,2,1100,"640 W 231st St Apt 7CBronx, NY 10463",40.8827696,-73.9148245
Co-op for sale,985000,3,2,2184.207862,"84-12 35th Ave Unit 4CQueens, NY 11372",40.7518439,-73.8822788
Co-op for sale,349000,1,1,1017,"13811 Beach Channel Dr Unit 8CBrooklyn, NY 11694",40.5781687,-73.8586706
Townhouse for sale,5950000,4,4,2184.207862,"422 E 84th StNew York, NY 10028",40.7750765,-73.9495633
House for sale,968000,3,2,1344,"61-23 Booth StRego Park, NY 11374",40.7309404,-73.8683812
Condo for sale,569000,2,2,2184.207862,"64-34 Grand Central Pkwy Unit 2AForest Hills, NY 11375",40.7332174,-73.8448704
Condo for sale,238000,1,1,650,"20 Cliff St Apt 8FStaten Island, NY 10305",40.6109595,-74.060351
Multi-family home for sale,1200000,6,6,5712,"71-12 66th StGlendale, NY 11385",40.7023326,-73.8891107
Co-op for sale,4995000,4,3,2184.207862,"255 W 90th St Apt 9CNew York, NY 10024",40.7910972,-73.9748583
House for sale,911600,3,2,1596,"32-26 Parsons BlvdFlushing, NY 11354",40.7685072,-73.8246067
House for sale,598000,3,2,1144,"3088 Heath AveBronx, NY 10463",40.87796,-73.9011666
Condo for sale,472000,1,1,700,"85-28 Grand Ave Unit 4CElmhurst, NY 11373",40.73531,-73.8812513
House for sale,549000,1,2,2184.207862,"133-38 130th StSouth Ozone Park, NY 11420",40.669243,-73.809973
Multi-family home for sale,3995000,3,2.373860858,12200,"639 Tompkins AveStaten Island, NY 10305",40.6107278,-74.0701607
Condo for sale,472000,1,1,700,"85-28 Grand Ave Unit 4CElmhurst, NY 11373",40.73531,-73.8812513
House for sale,598000,3,2,1144,"3088 Heath AveBronx, NY 10463",40.87796,-73.9011666
House for sale,1085000,5,3,1200,"1625 71st StBrooklyn, NY 11204",40.618311,-73.997597
Multi-family home for sale,680000,3,2,1535,"664 Crescent StBrooklyn, NY 11208",40.6713695,-73.869277
Condo for sale,200000,1,2.373860858,637,"1561 Unionport Rd Apt TdBronx, NY 10462",40.8389649,-73.8613485
Co-op for sale,210000,2,1,1000,"144-55 Melbourne Ave Unit 1HFlushing, NY 11367",40.734848,-73.8232512
Townhouse for sale,525000,2,2,996,"51 Anaconda StStaten Island, NY 10312",40.546286,-74.195582
Multi-family home for sale,999000,5,3,2184.207862,"7312 Avenue UBrooklyn, NY 11234",40.6207744,-73.9055089
Multi-family home for sale,1799000,3,1,5400,"2401-2407 Richmond Rd Unit AStaten Island, NY 10306",40.5767317,-74.1187369
Townhouse for sale,1900000,9,5,5000,"2074 Fifth AveNew York, NY 10035",40.8082842,-73.9412356
House for sale,519000,3,2,1200,"99-50 164th AveHoward Beach, NY 11414",40.651735,-73.830298
House for sale,728900,4,1,960,"305 S Greenleaf AveStaten Island, NY 10314",40.6163157,-74.1248333
Co-op for sale,549000,2,1,2184.207862,"110-11 Queens Blvd Unit 6LQueens, NY 11375",40.7201292,-73.8398387
Pending,2300000,6,2.373860858,4346,"490 Jansen StStaten Island, NY 10312",40.5274146,-74.179841
Co-op for sale,299999,2,2,1300,"1835 Corporal Kennedy St Apt 2FBayside, NY 11360",40.7808597,-73.7834998
Pending,1800000,7,4,2832,"729 E 18th StBrooklyn, NY 11230",40.6331671,-73.9597006
Co-op for sale,1195000,2,2,2184.207862,"25 W 13th St Apt 1ONNew York, NY 10011",40.7361476,-73.9955368
Co-op for sale,200000,1,1,2184.207862,"86-16 60th Ave Unit 2NQueens, NY 11373",40.7304899,-73.8735933
Pending,2300000,6,2.373860858,4346,"490 Jansen StStaten Island, NY 10312",40.5274146,-74.179841
Pending,1800000,7,4,2832,"729 E 18th StBrooklyn, NY 11230",40.6331671,-73.9597006
Co-op for sale,299999,2,2,1300,"1835 Corporal Kennedy St Apt 2FBayside, NY 11360",40.7808597,-73.7834998
Condo for sale,599000,2,2,1095,"2818 W 17th St Apt 1BBrooklyn, NY 11224",40.5784256,-73.9853674
Pending,7500000,3,4,3050,"329 Vanderbilt AveBrooklyn, NY 11205",40.6883185,-73.9686154
Co-op for sale,1775000,2,2,2184.207862,"124 Thompson St Unit 27/28Manhattan, NY 10012",40.7261696,-74.0013901
Multi-family home for sale,1059000,6,3,2184.207862,"124 Norwood AveBrooklyn, NY 11208",40.6830732,-73.8797396
House for sale,1288888,3,4,1672,"661 Ocean TerStaten Island, NY 10301",40.6069525,-74.1016936
Multi-family home for sale,1299999,8,4,3448,"1210 E 72nd StBrooklyn, NY 11234",40.6259736,-73.9141206
House for sale,1399999,3,2,2700,"316 Brehaut AveStaten Island, NY 10307",40.5116874,-74.2388187
House for sale,725000,3,2,2410,"4316 Ely AveBronx, NY 10466",40.8965547,-73.8476725
Co-op for sale,232500,1,1,2184.207862,"123-35 82nd Rd Unit 3RKew Gardens, NY 11415",40.7121373,-73.8277084
Co-op for sale,250000,3,1,2184.207862,"11 St Nicholas Ave Unit 3EManhattan, NY 10026",40.7992319,-73.9526079
House for sale,639000,2,2,862,"1755 E 51st StBrooklyn, NY 11234",40.6175251,-73.9255226
House for sale,950000,4,4,2060,"115-14 10th AveCollege Point, NY 11356",40.7884912,-73.8515778
Condo for sale,12500000,3,2,4000,"47 Mercer St Apt 2Manhattan, NY 10013",40.7217614,-74.0013329
Co-op for sale,430000,2,1,2184.207862,"65-15 38th Ave Unit 3DWoodside, NY 11377",40.7472542,-73.8978152
Co-op for sale,299000,3,1,2184.207862,"5 Tudor City Pl Apt 1426New York, NY 10017",40.7488491,-73.9716161
Co-op for sale,279000,3,1,1400,"2199 Holland Ave Unit LeBronx, NY 10462",40.8563536,-73.865974
House for sale,1725000,3,2,1508,"132 91st StBrooklyn, NY 11209",40.6208655,-74.036863
Multi-family home for sale,1698000,4,4,3620,"66 Archwood AveStaten Island, NY 10312",40.5357703,-74.1849822
House for sale,438000,2,2,1354,"123 Jamie LnStaten Island, NY 10312",40.5628043,-74.1853825
Co-op for sale,100000,3,1,512,"1040 Neilson St Apt 3AFar Rockaway, NY 11691",40.6042895,-73.7478287
Co-op for sale,299000,1,1,2184.207862,"37-20 81st St Unit 2EJackson Heights, NY 11372",40.7490984,-73.8849909
Condo for sale,625000,2,2,995,"2 Bay Club Rd Unit 1MBayside, NY 11360",40.7780359,-73.7808993
House for sale,350000,3,2.373860858,1520,"399 Linwood StBrooklyn, NY 11208",40.6758271,-73.8828978
Co-op for sale,699999,3,2,2184.207862,"1040 Carroll St Unit 6BCrown Heights, NY 11213",40.6672186,-73.9566539
Co-op for sale,529000,1,1,2184.207862,"301 E 22nd St Apt 2RNew York, NY 10010",40.7371253,-73.9806613
Townhouse for sale,23000000,5,6,7058,"334 W 20th St Unit TownhouseManhattan, NY 10011",40.7439188,-74.0014359
House for sale,599000,3,2,1208,"88-20 78th StJamaica, NY 11421",40.6892122,-73.8634426
Co-op for sale,279900,1,1,900,"1020 Grand Concourse Apt 14DBronx, NY 10451",40.8301222,-73.9202611
Co-op for sale,165000,1,1,875,"205 E 238th St Apt 1JBronx, NY 10470",40.8994229,-73.8706379
Co-op for sale,270000,1,1,2184.207862,"2155 82nd St Apt 5OBrooklyn, NY 11214",40.6047809,-73.9920476
Condo for sale,625000,2,1,825,"4-74 48 Ave Ph 3CLong Island City, NY 11109",40.744346,-73.957101
Co-op for sale,279900,1,1,900,"1020 Grand Concourse Apt 14DBronx, NY 10451",40.8301222,-73.9202611
Townhouse for sale,23000000,5,6,7058,"334 W 20th St Unit TownhouseManhattan, NY 10011",40.7439188,-74.0014359
Pending,1970000,4,4,3111,"303 Knollwood AveDouglaston, NY 11363",40.7800183,-73.7514697
Multi-family home for sale,580000,5,2,1780,"49 3 Brighton CtBrooklyn, NY 11235",40.5874424,-73.9675716
Condo for sale,979000,3,2,1272,"324 77th St Apt 2CBrooklyn, NY 11209",40.6295982,-74.0275565
Co-op for sale,269000,2,1,2184.207862,"2090 Madison Ave Apt 3DNew York, NY 10037",40.8099353,-73.9377818
House for sale,1700000,3,4,2184.207862,"137-25 133rd AveJamaica, NY 11436",40.6693668,-73.7996259
Co-op for sale,499000,2,2,2184.207862,"519 E 87th St Apt DNew York, NY 10128",40.7762825,-73.9453865
House for sale,1699888,3,3,2275,"160-14 83rd StHoward Beach, NY 11414",40.6556445,-73.848959
House for sale,3100000,6,4,2184.207862,"555 Oak DrFar Rockaway, NY 11691",40.6021451,-73.7401761
House for sale,499000,4,2,1752,"2712 Heath AveBronx, NY 10463",40.8717268,-73.9050847
Multi-family home for sale,1250000,6,2.373860858,3312,"95-18 42 AveElmhurst, NY 11373",40.7459265,-73.868944
Co-op for sale,245000,2,1,900,"2260 Burnett St Apt 1FBrooklyn, NY 11229",40.6014996,-73.9324298
Townhouse for sale,5800000,7,5,6360,"39 S Portland AveBrooklyn, NY 11217",40.6884736,-73.9747288
House for sale,2350000,5,4,4270,"144 Dunham StStaten Island, NY 10309",40.5251737,-74.2176044
Co-op for sale,425000,3,1,450,"410 W 23rd St Apt 6EManhattan, NY 10011",40.7464807,-74.0018835
House for sale,799000,3,2,2340,"825 Rockland AveStaten Island, NY 10314",40.5887913,-74.1444799
Multi-family home for sale,725000,4,2,1700,"445 Milford St Unit 04457-0058Brooklyn, NY 11208",40.6681943,-73.8749046
Co-op for sale,3695000,2,2,1697,"292 Lafayette St Apt 2EManhattan, NY 10012",40.7246503,-73.9960912
Pending,3100000,4,2.373860858,3600,"145-38 3rd AveWhitestone, NY 11357",40.7956412,-73.8246757
House for sale,1499999,5,3,2184.207862,"114-15 91st AveRichmond Hill, NY 11418",40.695043,-73.832656
House for sale,1250000,4,3,2184.207862,"32-15 168th StFlushing, NY 11358",40.7684367,-73.7969886
House for sale,1199000,4,1,1840,"7702 15th AveBrooklyn, NY 11228",40.6165131,-74.0045846
Condo for sale,28000000,4,4,5000,"443 Greenwich St Ph EManhattan, NY 10013",40.7229769,-74.0093524
Condo for sale,719000,3,2,2184.207862,"154-11 Riverside Dr Unit 17BWhitestone, NY 11357",40.7964178,-73.8058096
Co-op for sale,169000,3,1,2184.207862,"72-61 113 St Unit 4BForest Hills, NY 11375",40.7205894,-73.8359422
Co-op for sale,99000,1,1,850,"1177 Anderson Ave Apt 2DBronx, NY 10452",40.83645,-73.924271
House for sale,399000,3,2.373860858,1601,"104-06 212 StQueens, NY 11429",40.7115495,-73.7464296
Condo for sale,1300000,2,2,1140,"392 Central Park W Apt 1RNew York, NY 10025",40.7945469,-73.9649582
Multi-family home for sale,888000,5,4,2184.207862,"527 Glenmore AveBrooklyn, NY 11207",40.6741308,-73.8908415
Multi-family home for sale,1308888,4,3,2184.207862,"17-20 150th StWhitestone, NY 11357",40.7836228,-73.8141298
House for sale,1265000,3,2,2184.207862,"64-30 72nd StMiddle Village, NY 11379",40.7151328,-73.8834603
Condo for sale,558000,1,1,751,"346 91st St Apt 307Brooklyn, NY 11209",40.619526,-74.0311577
House for sale,1280000,4,2,2340,"240-67 Poplar StDouglaston, NY 11363",40.7690548,-73.7444989
Co-op for sale,429000,2,2,1450,"3515 Henry Hudson Pkwy Apt 3DBronx, NY 10463",40.8868607,-73.9129726
Condo for sale,399900,2,2,853,"120 Wellington Ct Apt 1BStaten Island, NY 10314",40.5803785,-74.1578058
House for sale,499900,3,1,1040,"334 Harbor RdStaten Island, NY 10303",40.6281869,-74.1606727
Co-op for sale,429000,2,2,1450,"3515 Henry Hudson Pkwy Apt 3DBronx, NY 10463",40.8868607,-73.9129726
Multi-family home for sale,2489000,4,4,2334,"230 7th StBrooklyn, NY 11215",40.671985,-73.9889397
Condo for sale,255500,1,1,950,"422 Maryland Ave Apt 3DStaten Island, NY 10305",40.6077498,-74.0743086
House for sale,30000000,5,2.373860858,6000,"15 Bank StNew York, NY 10014",40.7371772,-74.0024577
Condo for sale,395000,3,1,2184.207862,"233 E 86th St Apt 5DManhattan, NY 10028",40.778484,-73.9524912
Multi-family home for sale,1090000,5,3,2184.207862,"507 127th StCollege Point, NY 11356",40.7922364,-73.8405165
Multi-family home for sale,471300,4,2,2175,"672 Van Siclen AveBrooklyn, NY 11207",40.6629386,-73.8878146
Condo for sale,9450000,2,3,3918,"60 Greene St Apt 4New York, NY 10012",40.7228178,-74.00088
House for sale,1089000,4,2,1720,"649 Bay Ridge PkwyBrooklyn, NY 11209",40.6275081,-74.018889
Co-op for sale,220000,1,1,500,"767 Eastern Pkwy Apt 1ABrooklyn, NY 11213",40.6699448,-73.9429395
Townhouse for sale,9950000,10,10,8000,"120 E 19th StManhattan, NY 10003",40.7369927,-73.9868876
Co-op for sale,295000,2,1,950,"234-18 131st Ave Unit LowerRosedale, NY 11422",40.6778447,-73.7335012
House for sale,1375000,5,4,2704,"19 Bascom PlStaten Island, NY 10314",40.606711,-74.1447092
Co-op for sale,399000,2,2,1050,"2944 W 5th St Apt 19CBrooklyn, NY 11224",40.5776924,-73.9737314
Co-op for sale,219999,2,1,800,"3240 Riverdale Ave Apt 4BBronx, NY 10463",40.8833792,-73.907461
Co-op for sale,129000,3,1,2184.207862,"87-15 165th St Unit 2AJamaica, NY 11432",40.7104509,-73.7982064
Co-op for sale,329000,1,1,2184.207862,"48-17 42nd St Unit 4BQueens, NY 11104",40.739059,-73.9229803
House for sale,639000,4,2,1856,"2341 Richmond RdStaten Island, NY 10306",40.5774962,-74.1181004
Contingent,750000,4,4,1240,"114 McArthur AveStaten Island, NY 10312",40.5546832,-74.1780566
House for sale,499999,3,2,1763,"12 Irving PlStaten Island, NY 10304",40.6175808,-74.0858322
Co-op for sale,560000,2,2,2184.207862,"110-20 71 Ave Unit 330Forest Hills, NY 11375",40.7223099,-73.84153
Townhouse for sale,1268000,3,2,1513,"102-37 68th AveForest Hills, NY 11375",40.7240812,-73.8521227
House for sale,1899000,7,4,2800,"2719 Whitman DrBrooklyn, NY 11234",40.6049921,-73.9106532
Co-op for sale,129000,3,1,2184.207862,"87-15 165th St Unit 2AJamaica, NY 11432",40.7104509,-73.7982064
Co-op for sale,888000,3,2,1600,"69-10 108 St Unit 4CForest Hills, NY 11375",40.724514,-73.8458441
Multi-family home for sale,2100000,20,8,7200,"7222 3rd AveBrooklyn, NY 11209",40.6330213,-74.0274188
House for sale,2900000,5,2.373860858,6707,"29 Annfield CtStaten Island, NY 10304",40.6000344,-74.1064235
House for sale,1250000,4,2.373860858,2184.207862,"146-11 Delaware AveFlushing, NY 11355",40.7562704,-73.8180817
Condo for sale,1078000,3,2,2184.207862,"100-25 Queens Blvd Unit 4BBForest Hills, NY 11375",40.7270139,-73.8523359
House for sale,3200000,4,4,2950,"70 81st StBrooklyn, NY 11209",40.6286854,-74.0372417
Co-op for sale,555555,1,1,2184.207862,"622 W End Ave Apt 4EManhattan, NY 10024",40.7914938,-73.9756337
Co-op for sale,293900,1,1,2184.207862,"35-31 85th St Unit 6CJackson Heights, NY 11372",40.7512505,-73.8814433
House for sale,1175000,3,2,1192,"6810 Madeline CtBrooklyn, NY 11220",40.6369819,-74.0276787
Land for sale,160000,3,2.373860858,2184.207862,"110-42 213th StQueens Village, NY 11429",40.7066981,-73.7439122
Contingent,999999,3,2,1880,"560 Bay Ridge AveBrooklyn, NY 11220",40.6325838,-74.0194607
House for sale,1448000,5,4,2000,"84-19 253rd StBellerose, NY 11426",40.735335,-73.7142031
House for sale,2950000,6,5,5436,"2390 National DrBrooklyn, NY 11234",40.6037688,-73.9113665
Co-op for sale,150000,3,1,600,"99-10 60 Ave Unit 5LCorona, NY 11368",40.7364499,-73.8584826
Condo for sale,354900,2,1,673,"160 72nd St Apt 713Brooklyn, NY 11209",40.6343667,-74.0311335
Condo for sale,580000,2,2,2184.207862,"93-05 37th Ave Unit 5AJackson Heights, NY 11372",40.7510826,-73.8738365
House for sale,969000,3,2,1776,"63-44 72nd StMiddle Village, NY 11379",40.7165988,-73.883495
Condo for sale,530000,1,1,538,"2286 Cropsey Ave Unit 6DBrooklyn, NY 11214",40.5954596,-73.9968422
House for sale,3900000,5,6,7723,"14458 BoulevardMalba, NY 11357",40.7924353,-73.8258362
Condo for sale,624999,3,2,2184.207862,"1070 E 73rd St Unit 4CBrooklyn, NY 11234",40.6283771,-73.9175027
House for sale,551000,3,2.373860858,2184.207862,"1606 E 45th StBrooklyn, NY 11234",40.6214749,-73.932287
Townhouse for sale,14800000,8,10,2184.207862,"135 E 15th StNew York, NY 10003",40.7345123,-73.9874441
House for sale,450000,3,2.373860858,1122,"102 Pilot StBronx, NY 10464",40.8408308,-73.7856681
Condo for sale,475000,2,1,1296,"26 Katan Loop Unit BStaten Island, NY 10308",40.5527755,-74.1539297
Condo for sale,995000,3,2,2184.207862,"100 Manhattan Ave Apt 4ANew York, NY 10025",40.7974456,-73.9620195
Co-op for sale,650000,1,1,2184.207862,"411 E 57th St Apt 16BNew York, NY 10022",40.7582795,-73.9624506
Co-op for sale,250000,2,1,2184.207862,"83-55 Woodhaven Blvd Unit 6KWoodhaven, NY 11421",40.700309,-73.8535466
Co-op for sale,125000,3,1,600,"3121 Middletown Rd Apt 1CBronx, NY 10461",40.8455961,-73.8264218
Co-op for sale,2200000,3,3,2195,"336 Central Park W Apt 3BManhattan, NY 10025",40.7904197,-73.966175
Condo for sale,925000,2,1,2184.207862,"200 Bowery Apt 2CNew York, NY 10012",40.7213854,-73.9939529
House for sale,639000,3,2,2184.207862,"2072 E 74th StBrooklyn, NY 11234",40.6214608,-73.905805
House for sale,215000,3,2.373860858,1509,"114-06 194 StSaint Albans, NY 11412",40.6982271,-73.7605874
House for sale,2050000,6,6,5600,"254 Flagg PlStaten Island, NY 10304",40.5856353,-74.1068594
Co-op for sale,279000,2,2,1050,"4320 Van Cortlandt Park E Apt RBronx, NY 10470",40.898666,-73.8738365
Condo for sale,785000,2,2,968,"16 Bay 25th St Unit 4ABrooklyn, NY 11214",40.6039146,-73.9980848
House for sale,669000,3,2,1312,"72 Boone StStaten Island, NY 10314",40.6013797,-74.1380964
Multi-family home for sale,3650000,4,4,2880,"35 Joralemon StBrooklyn, NY 11201",40.6938815,-73.9983127
